318 582
1 1.00000000000000e+02 1.50000000000000e+02 0.00000000000000e+00
2 1.00000000000000e+02 1.48906331114708e+02 -1.80805020382982e+01
3 1.00000000000000e+02 1.45641272613908e+02 -3.58973496431332e+01
4 1.00000000000000e+02 1.40252436402812e+02 -5.31907330563797e+01
5 1.00000000000000e+02 1.32818403847982e+02 -6.97084758065644e+01
6 1.00000000000000e+02 1.23447579884049e+02 -8.52097120096724e+01
7 1.00000000000000e+02 1.12276612225666e+02 -9.94683987361182e+01
8 1.00000000000000e+02 9.94683987361206e+01 -1.12276612225664e+02
9 1.00000000000000e+02 8.52097120096750e+01 -1.23447579884047e+02
10 1.00000000000000e+02 6.97084758065673e+01 -1.32818403847980e+02
11 1.00000000000000e+02 5.31907330563827e+01 -1.40252436402811e+02
12 1.00000000000000e+02 3.58973496431364e+01 -1.45641272613907e+02
13 1.00000000000000e+02 1.80805020383016e+01 -1.48906331114708e+02
14 1.00000000000000e+02 3.50638737856285e-12 -1.50000000000000e+02
15 1.00000000000000e+02 -1.80805020382946e+01 -1.48906331114709e+02
16 1.00000000000000e+02 -3.58973496431296e+01 -1.45641272613909e+02
17 1.00000000000000e+02 -5.31907330563761e+01 -1.40252436402814e+02
18 1.00000000000000e+02 -6.97084758065613e+01 -1.32818403847984e+02
19 1.00000000000000e+02 -8.52097120096695e+01 -1.23447579884051e+02
20 1.00000000000000e+02 -9.94683987361158e+01 -1.12276612225668e+02
21 1.00000000000000e+02 -1.12276612225662e+02 -9.94683987361228e+01
22 1.00000000000000e+02 -1.23447579884046e+02 -8.52097120096773e+01
23 1.00000000000000e+02 -1.32818403847979e+02 -6.97084758065696e+01
24 1.00000000000000e+02 -1.40252436402811e+02 -5.31907330563849e+01
25 1.00000000000000e+02 -1.45641272613907e+02 -3.58973496431383e+01
26 1.00000000000000e+02 -1.48906331114708e+02 -1.80805020383030e+01
27 1.00000000000000e+02 -1.50000000000000e+02 -4.28162611654781e-12
28 1.00000000000000e+02 -1.48906331114709e+02 1.80805020382945e+01
29 1.00000000000000e+02 -1.45641272613909e+02 3.58973496431300e+01
30 1.00000000000000e+02 -1.40252436402814e+02 5.31907330563766e+01
31 1.00000000000000e+02 -1.32818403847983e+02 6.97084758065620e+01
32 1.00000000000000e+02 -1.23447579884051e+02 8.52097120096702e+01
33 1.00000000000000e+02 -1.12276612225668e+02 9.94683987361159e+01
34 1.00000000000000e+02 -9.94683987361232e+01 1.12276612225662e+02
35 1.00000000000000e+02 -8.52097120096774e+01 1.23447579884046e+02
36 1.00000000000000e+02 -6.97084758065694e+01 1.32818403847979e+02
37 1.00000000000000e+02 -5.31907330563845e+01 1.40252436402811e+02
38 1.00000000000000e+02 -3.58973496431377e+01 1.45641272613907e+02
39 1.00000000000000e+02 -1.80805020383024e+01 1.48906331114708e+02
40 1.00000000000000e+02 -3.62467715276632e-12 1.50000000000000e+02
41 1.00000000000000e+02 1.80805020382952e+01 1.48906331114709e+02
42 1.00000000000000e+02 3.58973496431305e+01 1.45641272613909e+02
43 1.00000000000000e+02 5.31907330563777e+01 1.40252436402813e+02
44 1.00000000000000e+02 6.97084758065631e+01 1.32818403847983e+02
45 1.00000000000000e+02 8.52097120096716e+01 1.23447579884050e+02
46 1.00000000000000e+02 9.94683987361177e+01 1.12276612225667e+02
47 1.00000000000000e+02 1.12276612225664e+02 9.94683987361206e+01
48 1.00000000000000e+02 1.23447579884048e+02 8.52097120096746e+01
49 1.00000000000000e+02 1.32818403847981e+02 6.97084758065663e+01
50 1.00000000000000e+02 1.40252436402812e+02 5.31907330563810e+01
51 1.00000000000000e+02 1.45641272613908e+02 3.58973496431343e+01
52 1.00000000000000e+02 1.48906331114708e+02 1.80805020382988e+01
53 1.00000000000000e+02 1.32866424709045e+02 -9.48454174217053e+00
54 1.00000000000000e+02 1.30761208988052e+02 -4.08391635279991e+01
55 1.00000000000000e+02 1.15582421319207e+02 -6.82088192760662e+01
56 1.00000000000000e+02 9.53927550831793e+01 -9.45544283305392e+01
57 1.00000000000000e+02 6.95251811428828e+01 -1.14553658487378e+02
58 1.00000000000000e+02 4.01973162743570e+01 -1.28562073019462e+02
59 1.00000000000000e+02 8.16375080416166e+00 -1.34507717142631e+02
60 1.00000000000000e+02 -2.41854570878209e+01 -1.32178565991145e+02
61 1.00000000000000e+02 -5.51837573464356e+01 -1.22786800481551e+02
62 1.00000000000000e+02 -8.30742593569850e+01 -1.06118140769976e+02
63 1.00000000000000e+02 -1.05859231685272e+02 -8.31883794814791e+01
64 1.00000000000000e+02 -1.22481781944719e+02 -5.52183426187580e+01
65 1.00000000000000e+02 -1.31919509092293e+02 -2.42712631823437e+01
66 1.00000000000000e+02 -1.34615954697827e+02 8.09046142914372e+00
67 1.00000000000000e+02 -1.28652625362121e+02 4.01013815832612e+01
68 1.00000000000000e+02 -1.15378319993539e+02 6.94371364168867e+01
69 1.00000000000000e+02 -9.51649775450003e+01 9.49572504066312e+01
70 1.00000000000000e+02 -6.95243647369706e+01 1.14603119830089e+02
71 1.00000000000000e+02 -4.00084450871347e+01 1.28282517265690e+02
72 1.00000000000000e+02 -8.04880493484286e+00 1.34281632307197e+02
73 1.00000000000000e+02 2.43751885279122e+01 1.32395333315777e+02
74 1.00000000000000e+02 5.55304443583028e+01 1.22572965526971e+02
75 1.00000000000000e+02 8.32081953119827e+01 1.05805301982388e+02
76 1.00000000000000e+02 1.06352340753777e+02 8.30534461593032e+01
77 1.00000000000000e+02 1.22525320149195e+02 5.51493460937496e+01
78 1.00000000000000e+02 1.31855399380638e+02 2.36135080185577e+01
79 1.00000000000000e+02 1.33179881454864e+02 7.12370424085797e+00
80 1.00000000000000e+02 1.31402897507958e+02 -2.58549363968983e+01
81 1.00000000000000e+02 1.23150081842193e+02 -5.37053764628164e+01
82 1.00000000000000e+02 1.06419775335308e+02 -8.21259675509994e+01
83 1.00000000000000e+02 8.29510890781715e+01 -1.05273977488592e+02
84 1.00000000000000e+02 5.52255894809878e+01 -1.22339277259356e+02
85 1.00000000000000e+02 2.43747282828303e+01 -1.32721504882086e+02
86 1.00000000000000e+02 -8.03298310064180e+00 -1.34256444201826e+02
87 1.00000000000000e+02 -3.99981842152573e+01 -1.28318995207657e+02
88 1.00000000000000e+02 -6.96999767755111e+01 -1.15461085716583e+02
89 1.00000000000000e+02 -9.50762461333368e+01 -9.52665334443785e+01
90 1.00000000000000e+02 -1.15153738223148e+02 -6.97965378732840e+01
91 1.00000000000000e+02 -1.27979241964906e+02 -4.00233743546758e+01
92 1.00000000000000e+02 -1.34203674085310e+02 -8.15918308608182e+00
93 1.00000000000000e+02 -1.32823128241229e+02 2.43426525634364e+01
94 1.00000000000000e+02 -1.22741512732176e+02 5.50540881890696e+01
95 1.00000000000000e+02 -1.06216628218971e+02 8.29375208970632e+01
96 1.00000000000000e+02 -8.28725166195105e+01 1.05416378449347e+02
97 1.00000000000000e+02 -5.52225056365580e+01 1.22341610723757e+02
98 1.00000000000000e+02 -2.42079824913218e+01 1.32298945273805e+02
99 1.00000000000000e+02 8.23460647831885e+00 1.34327414902816e+02
100 1.00000000000000e+02 4.02549768778028e+01 1.28511068343227e+02
101 1.00000000000000e+02 6.99138631338986e+01 1.14855430689253e+02
102 1.00000000000000e+02 9.55793592833740e+01 9.53502255847264e+01
103 1.00000000000000e+02 1.15200064039110e+02 6.94818819558477e+01
104 1.00000000000000e+02 1.28330634558771e+02 3.98016464489258e+01
105 1.00000000000000e+02 9.05041535737786e+01 -7.83899030595135e+01
106 1.00000000000000e+02 9.95677666276196e+01 -6.60258299176040e+01
107 1.00000000000000e+02 1.15867838253567e+02 -1.80633913469248e+01
108 1.00000000000000e+02 6.76995110588084e+01 -9.71596694053788e+01
109 1.00000000000000e+02 4.23009389050719e+01 -1.11629856477781e+02
